position,salary,hours,years,respon,salary/1000,sal_qcut,years_cut,time
PROFESOR CATEDRATICO,3960424.0,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,3960.424,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2333707.5,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,2333.7075,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL A,569822.0,1/2 tiempo,7,ADMINISTRATIVO,569.822,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,1907377.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,1907.377,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,106963.9,1/8 de tiempo,13,PUESTO NO ADMINISTRATIVO ,106.9639,"(6711.849, 161986.54]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,205048.5,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,205.0485,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,950101.95,7/8 de tiempo,5,PUESTO NO ADMINISTRATIVO ,950.10195,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,336666.4,1/2 tiempo,7,PUESTO NO ADMINISTRATIVO ,336.6664,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,416985.2,1/2 tiempo,7,PUESTO NO ADMINISTRATIVO ,416.9852,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1553350.5,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,1553.3505,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,531388.7,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,531.3887,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1390844.25,3/4 de tiempo,20,PUESTO NO ADMINISTRATIVO ,1390.84425,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESIONAL C,2608988.0,Tiempo Completo,15,ADMINISTRATIVO,2608.988,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,216343.45,1/8 de tiempo,10,PUESTO NO ADMINISTRATIVO ,216.34345000000002,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,2022423.9,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,2022.4239,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,1411521.05,3/4 de tiempo,19,PUESTO NO ADMINISTRATIVO ,1411.52105,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR EDUCACION SUPERIOR,284102.3,1/4 de tiempo,8,PUESTO NO ADMINISTRATIVO ,284.1023,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,793789.0,1/2 tiempo,18,PUESTO NO ADMINISTRATIVO ,793.789,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO,1018273.3,3/4 de tiempo,9,ADMINISTRATIVO,1018.2733000000001,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ASISTENCIAL A,616689.5,1/2 tiempo,21,ADMINISTRATIVO,616.6895,"(553674.0, 810294.93]",20-30 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1114967.6,7/8 de tiempo,13,ADMINISTRATIVO,1114.9676000000002,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3088377.9,Tiempo Completo,13,PUESTO NO ADMINISTRATIVO ,3088.3779,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3235748.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,3235.748,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO D,1007096.25,5/8 de tiempo,18,ADMINISTRATIVO,1007.09625,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,0,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,753485.85,3/4 de tiempo,15,PUESTO NO ADMINISTRATIVO ,753.48585,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESIONAL C,3166135.0,Tiempo Completo,24,ADMINISTRATIVO,3166.135,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESIONAL D,2926433.0,Tiempo Completo,15,ADMINISTRATIVO,2926.433,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1256927.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1256.927,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1779495.0,Tiempo Completo,21,ADMINISTRATIVO,1779.495,"(1592456.575, 2051801.0]",20-30 Años,2020-08-01
PROFESIONAL A,940849.0,1/2 tiempo,17,PUESTO NO ADMINISTRATIVO ,940.849,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL B,2582857.0,Tiempo Completo,21,ADMINISTRATIVO,2582.857,"(2051801.0, 2802161.5]",20-30 Años,2020-08-01
PROFESIONAL B,2468863.0,Tiempo Completo,19,ADMINISTRATIVO,2468.863,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1824484.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,1824.484,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,180145.9,1/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,180.14589999999998,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,46277.85,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,46.27785,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR EDUCACION SUPERIOR,580145.7,1/2 tiempo,6,PUESTO NO ADMINISTRATIVO ,580.1456999999999,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,707096.4,Tiempo Completo,3,PUESTO NO ADMINISTRATIVO ,707.0964,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR CATEDRATICO,3898675.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,3898.675,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,380578.75,1/4 de tiempo,12,PUESTO NO ADMINISTRATIVO ,380.57875,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO,2000598.5,Tiempo Completo,13,ADMINISTRATIVO,2000.5985,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,357186.0,1/4 de tiempo,14,PUESTO NO ADMINISTRATIVO ,357.186,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,185683.15,1/4 de tiempo,2,PUESTO NO ADMINISTRATIVO ,185.68314999999998,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1514974.0,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,1514.974,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESIONAL C,2894704.0,Tiempo Completo,22,ADMINISTRATIVO,2894.704,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESOR ASOCIADO                      ,2839165.0,Tiempo Completo,16,PUESTO NO ADMINISTRATIVO ,2839.165,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESIONAL B,2354870.0,Tiempo Completo,16,ADMINISTRATIVO,2354.87,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1308756.35,7/8 de tiempo,12,PUESTO NO ADMINISTRATIVO ,1308.75635,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,679866.05,1/2 tiempo,12,PUESTO NO ADMINISTRATIVO ,679.8660500000001,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,992287.45,Tiempo Completo,4,PUESTO NO ADMINISTRATIVO ,992.2874499999999,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,393547.75,1/4 de tiempo,11,PUESTO NO ADMINISTRATIVO ,393.54775,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,2738504.0,Tiempo Completo,20,PUESTO NO ADMINISTRATIVO ,2738.504,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2750943.0,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,2750.943,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,1750262.0,Tiempo Completo,13,PUESTO NO ADMINISTRATIVO ,1750.262,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3784071.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,3784.071,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,629218.55,7/8 de tiempo,1,PUESTO NO ADMINISTRATIVO ,629.21855,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,2389590.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2389.59,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL A,1368227.0,Tiempo Completo,8,ADMINISTRATIVO,1368.227,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,1003267.0,1/2 tiempo,17,PUESTO NO ADMINISTRATIVO ,1003.267,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2090075.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2090.075,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,2391137.0,Tiempo Completo,20,PUESTO NO ADMINISTRATIVO ,2391.137,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,584150.6,1/2 tiempo,13,PUESTO NO ADMINISTRATIVO ,584.1505999999999,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,465051.0,1/4 de tiempo,11,PUESTO NO ADMINISTRATIVO ,465.051,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESIONAL B,2430865.0,Tiempo Completo,18,ADMINISTRATIVO,2430.865,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2134252.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2134.252,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,249090.75,1/4 de tiempo,4,PUESTO NO ADMINISTRATIVO ,249.09075,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,380010.0,1/4 de tiempo,7,PUESTO NO ADMINISTRATIVO ,380.01,"(334919.26, 553674.0]",0-10 Años,2020-08-01
JEFE A,1488128.0,Tiempo Completo,8,ADMINISTRATIVO,1488.128,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,609299.5,1/2 tiempo,16,ADMINISTRATIVO,609.2995,"(553674.0, 810294.93]",10-20 Años,2020-08-01
TECNICO ESPECIALIZADO C,1254080.0,Tiempo Completo,9,ADMINISTRATIVO,1254.08,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,256165.85,1/4 de tiempo,10,PUESTO NO ADMINISTRATIVO ,256.16585,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,618527.85,3/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,618.52785,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,2845910.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,2845.91,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,254160.9,3/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,254.1609,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,218620.9,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,218.6209,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,734497.5,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,734.4975,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR EXBECARIO,2717285.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,2717.285,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,1058337.0,1/2 tiempo,16,PUESTO NO ADMINISTRATIVO ,1058.337,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL B,2392868.0,Tiempo Completo,17,ADMINISTRATIVO,2392.868,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL D,3257710.0,Tiempo Completo,17,ADMINISTRATIVO,3257.71,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1547448.0,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,1547.448,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,3032276.0,Tiempo Completo,20,PUESTO NO ADMINISTRATIVO ,3032.276,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2756250.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,2756.25,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2392021.0,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,2392.021,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,36915.15,1/8 de tiempo,8,PUESTO NO ADMINISTRATIVO ,36.915150000000004,"(6711.849, 161986.54]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1695424.0,Tiempo Completo,21,ADMINISTRATIVO,1695.424,"(1592456.575, 2051801.0]",20-30 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1140747.0,3/4 de tiempo,17,PUESTO NO ADMINISTRATIVO ,1140.747,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,415285.5,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,415.2855,"(334919.26, 553674.0]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3598214.95,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,3598.21495,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,672995.6,3/8 de tiempo,18,PUESTO NO ADMINISTRATIVO ,672.9956,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3470409.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,3470.409,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
JEFE B,3499354.0,Tiempo Completo,21,ADMINISTRATIVO,3499.354,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2176354.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,2176.354,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 de tiempo,14,PUESTO NO ADMINISTRATIVO ,147.66060000000002,"(6711.849, 161986.54]",10-20 Años,2020-08-01
PROFESOR VISITANTE,2446073.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,2446.073,"(2051801.0, 2802161.5]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO B,1421052.85,Tiempo Completo,19,ADMINISTRATIVO,1421.05285,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,182132.7,1/8 de tiempo,12,PUESTO NO ADMINISTRATIVO ,182.1327,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,196719.75,1/4 de tiempo,6,PUESTO NO ADMINISTRATIVO ,196.71975,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,456796.7,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,456.7967,"(334919.26, 553674.0]",0-10 Años,2020-08-01
PROFESIONAL B,2471266.0,Tiempo Completo,14,ADMINISTRATIVO,2471.266,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3564840.0,Tiempo Completo,20,PUESTO NO ADMINISTRATIVO ,3564.84,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESIONAL D,3005740.0,Tiempo Completo,21,ADMINISTRATIVO,3005.74,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESIONAL D,2598437.0,Tiempo Completo,13,ADMINISTRATIVO,2598.437,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,678084.1,5/8 de tiempo,11,PUESTO NO ADMINISTRATIVO ,678.0840999999999,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESIONAL A,1983411.0,Tiempo Completo,19,ADMINISTRATIVO,1983.411,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR INTERINO,925392.9,5/8 de tiempo,17,ADMINISTRATIVO,925.3929,"(810294.93, 1061071.0]",10-20 Años,2020-08-01
PROFESIONAL A,719428.0,1/2 tiempo,15,ADMINISTRATIVO,719.428,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2399075.0,Tiempo Completo,16,PUESTO NO ADMINISTRATIVO ,2399.075,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1652095.0,Tiempo Completo,10,PUESTO NO ADMINISTRATIVO ,1652.095,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESIONAL C,2879558.0,Tiempo Completo,16,ADMINISTRATIVO,2879.558,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,179776.7,1/4 de tiempo,1,PUESTO NO ADMINISTRATIVO ,179.7767,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,681938.2,1/2 tiempo,12,PUESTO NO ADMINISTRATIVO ,681.9381999999999,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,1567964.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,1567.964,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESIONAL A,1191033.0,3/4 de tiempo,10,ADMINISTRATIVO,1191.033,"(1061071.0, 1297715.32]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,2145655.0,Tiempo Completo,18,ADMINISTRATIVO,2145.655,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL C,2831330.0,Tiempo Completo,17,ADMINISTRATIVO,2831.33,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,377273.05,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,377.27305,"(334919.26, 553674.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO C,1277063.0,Tiempo Completo,12,ADMINISTRATIVO,1277.063,"(1061071.0, 1297715.32]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,2739889.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2739.889,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,829117.5,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,829.1175,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
TECNICO ESPECIALIZADO D,1695424.0,Tiempo Completo,20,ADMINISTRATIVO,1695.424,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR ADJUNTO                       ,2257850.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2257.85,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESIONAL B,2430865.0,Tiempo Completo,16,ADMINISTRATIVO,2430.865,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR VISITANTE,3065258.0,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,3065.258,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,208723.65,1/4 de tiempo,13,PUESTO NO ADMINISTRATIVO ,208.72365,"(161986.54, 334919.26]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,788763.85,Tiempo Completo,6,PUESTO NO ADMINISTRATIVO ,788.7638499999999,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR ADJUNTO                       ,2178218.0,Tiempo Completo,16,PUESTO NO ADMINISTRATIVO ,2178.218,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
DIRECTOR DE ESCUELA,2802037.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,2802.037,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,818568.35,1/2 tiempo,10,PUESTO NO ADMINISTRATIVO ,818.56835,"(810294.93, 1061071.0]",0-10 Años,2020-08-01
PROFESIONAL C,2951847.0,Tiempo Completo,23,ADMINISTRATIVO,2951.847,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESIONAL B,2032885.0,Tiempo Completo,14,ADMINISTRATIVO,2032.885,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
TRABAJADOR OPERATIVO C,1385594.0,Tiempo Completo,23,ADMINISTRATIVO,1385.594,"(1297715.32, 1592456.575]",20-30 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,256361.55,3/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,256.36154999999997,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESIONAL D,2849816.0,Tiempo Completo,16,ADMINISTRATIVO,2849.816,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1450782.0,Tiempo Completo,12,PUESTO NO ADMINISTRATIVO ,1450.782,"(1297715.32, 1592456.575]",10-20 Años,2020-08-01
PROFESIONAL A,2119029.0,Tiempo Completo,23,ADMINISTRATIVO,2119.029,"(2051801.0, 2802161.5]",20-30 Años,2020-08-01
PROFESIONAL B,601338.0,1/2 tiempo,7,ADMINISTRATIVO,601.338,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESIONAL B,2113448.0,Tiempo Completo,15,ADMINISTRATIVO,2113.448,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,717140.05,1/2 tiempo,16,PUESTO NO ADMINISTRATIVO ,717.1400500000001,"(553674.0, 810294.93]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,162057.45,1/4 de tiempo,5,PUESTO NO ADMINISTRATIVO ,162.05745000000002,"(161986.54, 334919.26]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1852004.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,1852.004,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2779991.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,2779.991,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR VISITANTE,4761811.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,4761.811,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR CATEDRATICO,3837157.0,Tiempo Completo,19,PUESTO NO ADMINISTRATIVO ,3837.157,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR ASOCIADO                      ,2840949.0,Tiempo Completo,14,PUESTO NO ADMINISTRATIVO ,2840.949,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,78875.4,1/8 de tiempo,2,PUESTO NO ADMINISTRATIVO ,78.8754,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,2561538.0,Tiempo Completo,20,PUESTO NO ADMINISTRATIVO ,2561.538,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1820458.0,Tiempo Completo,9,PUESTO NO ADMINISTRATIVO ,1820.458,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESIONAL A,2347445.0,Tiempo Completo,15,ADMINISTRATIVO,2347.445,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR EXBECARIO,3026920.0,Tiempo Completo,15,PUESTO NO ADMINISTRATIVO ,3026.92,"(2802161.5, 9891736.0]",10-20 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1416834.0,Tiempo Completo,8,PUESTO NO ADMINISTRATIVO ,1416.834,"(1297715.32, 1592456.575]",0-10 Años,2020-08-01
PROFESIONAL A,2302239.0,Tiempo Completo,22,ADMINISTRATIVO,2302.239,"(2051801.0, 2802161.5]",20-30 Años,2020-08-01
DIRECTOR,1641728.0,Tiempo Completo,7,PUESTO NO ADMINISTRATIVO ,1641.728,"(1592456.575, 2051801.0]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,2533093.0,Tiempo Completo,18,PUESTO NO ADMINISTRATIVO ,2533.093,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,41738.75,1/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,41.73875,"(6711.849, 161986.54]",0-10 Años,2020-08-01
PROFESOR INSTRUCTOR                    ,1882748.0,Tiempo Completo,11,PUESTO NO ADMINISTRATIVO ,1882.748,"(1592456.575, 2051801.0]",10-20 Años,2020-08-01
PROFESIONAL C,2908990.0,Tiempo Completo,22,ADMINISTRATIVO,2908.99,"(2802161.5, 9891736.0]",20-30 Años,2020-08-01
PROFESOR INTERINO LICENCIADO           ,683630.7,5/8 de tiempo,3,PUESTO NO ADMINISTRATIVO ,683.6306999999999,"(553674.0, 810294.93]",0-10 Años,2020-08-01
PROFESOR ASOCIADO                      ,2725276.0,Tiempo Completo,17,PUESTO NO ADMINISTRATIVO ,2725.276,"(2051801.0, 2802161.5]",10-20 Años,2020-08-01
